date,title,description,source
2020-08-02,SpaceX Capsule And NASA Astronauts Make First Splashdown In 45 Years,Test pilots Doug Hurley and Bob Behnken rode the SpaceX Dragon capsule back to Earth.,HuffPost
2020-03-20,The Hucksters Pushing A Coronavirus ‘Cure’ With The Help Of Fox News And Elon Musk,"Tucker Carlson, Glenn Beck and more have given a giant platform to a sketchy paper touting chloroquine.",HuffPost
2019-02-26,SEC Says Elon Musk Violated Fraud Settlement With Tweet,The U.S. Securities and Exchange Commission filed a motion asking for the Tesla CEO to show why he shouldn't be held in contempt.,HuffPost
2018-12-23,SpaceX Launches First U.S. National Security Space Mission,The Falcon 9 rocket carrying a roughly $500 million GPS satellite lifted off from Cape Canaveral at 8:51 a.m. local time.,HuffPost
2018-09-05,Elon Musk Is Now Baselessly Accusing Thailand Cave Diver Of Being A ‘Child Rapist’,"The Tesla CEO is escalating his attacks on Vernon Unsworth, who he says without evidence has a ""child bride.""",HuffPost
2018-07-18,Elon Musk Apologizes For Calling Thailand Cave Rescue Diver A 'Pedo',Musk said he lashed out after rescuer Vernon Unsworth made suggestions he didn't like during a TV interview.,HuffPost
2018-07-15,"Elon Musk Lashes Out At Thai Cave Rescuer, Baselessly Calls Him A 'Pedo Guy'","British diver Vern Unsworth had mocked the Tesla CEO's efforts to help as ""just a PR stunt.""",HuffPost
2018-07-14,Thai Cave Rescuer Explains Why Elon Musk's Rescue Idea Wouldn't Have Worked,"Expert caver Vern Unsworth dismissed Musk's submarine as ""just a PR stunt.""",HuffPost
2018-06-14,Elon Musk’s Boring Company To Build High-Speed Transit Network In Chicago,The goal? Travel from downtown Chicago to O'Hare Airport in 12 minutes flat.,HuffPost
2018-05-15,"Tesla Autopilot Was Engaged During Horrific 60 MPH Crash, Driver Tells Police",Tesla CEO Elon Musk tweeted that it's amazing the driver wasn't more seriously injured.,HuffPost
2018-05-13,Possible Autopilot Use Probed After Tesla Crashes At 60 MPH,It's not yet known if the autopilot was engaged. The car's driver suffered a broken ankle.,HuffPost
2018-04-19,SpaceX Rocket Blasts Off Carrying NASA's New Planet-Hunting Telescope,The telescope is designed to detect worlds beyond our solar system that might be capable of harboring life.,HuffPost
2018-03-26,"Elon Musk's Estranged Father Has Child With Stepdaughter, Says It's 'God's Plan'",The young woman was only 4 years old when Errol Musk married her mother.,HuffPost
2018-03-23,"Elon Musk Pulls Tesla, SpaceX Facebook Pages In Nod To #DeleteFacebook",He also deleted his personal profile.,HuffPost
2018-02-06,Elon Musk Sends Electric Car Into Space Aboard World's Most Powerful Rocket,SpaceX's successful maiden flight of its Falcon Heavy rocket puts humans one step closer to Mars.,HuffPost
2018-01-30,"Elon Musk Says He's Sold 10,000 Flamethrowers Through His Boring Co. Website",“World’s safest flamethrower!”,HuffPost
2017-12-23,L.A. Goes Bonkers Over Breathtaking 'UFO' Lighting Up The Sky,Twitterverse explodes as SpaceX Falcon 9 puts on a gobsmacking light show.,HuffPost
2017-12-03,"It's The Memory-Wiping Tech From 'Eternal Sunshine Of The Spotless Mind,' But For Trump",Someone get Elon Musk on the phone.,HuffPost
2017-11-26,Elon Musk's Tweet Gives Creepy Insight Into Future Of Humanoid Robots,"""In a few years, that bot will move so fast you’ll need a strobe light to see it. Sweet dreams…""",HuffPost
2017-10-26,"As Puerto Rico Struggles In Darkness, Tesla Brings Light To Children’s Hospital In San Juan",The company is making quick work of its promise to help restore power to the hurricane-ravaged island.,HuffPost
2017-10-06,"Elon Musk Floats Solar Overhaul Of Puerto Rico Power Grid, Governor Says 'Let's Talk'",Can Tesla save the island's aging -- and now hurricane-wrecked -- power grid?,HuffPost
2017-09-11,Reporter Writes Glowing Article About Elon Musk But Leaves Out Key Details,"Recently, a major financial magazine published an article entitled “This Email from Elon Musk to Tesla Employees Describes",HuffPost
2017-09-05,Elon Musk Predicts The Cause Of World War III (And It's Not Donald Trump),Tesla CEO issues a dire warning.,HuffPost
2017-08-20,Leaders Of Top Robotics And AI Companies Call For Ban On Killer Robots,Elon Musk and others have signed an open letter warning about autonomous weapons.,HuffPost
2017-06-23,Elon Musk's Record On Workers' Rights Detracts From His Praise Among Liberals,Tesla employees have complained about a raft of work-related injuries and illnesses throughout the CEO's tenure.,HuffPost
2017-06-04,SpaceX Launches Its First Recycled Cargo Ship Into Orbit,The refurbished capsule brings us one step closer to cheaper space travel.,HuffPost
2017-05-31,UPDATE: Elon Musk To Stop Advising Trump As U.S. Departs Paris Climate Accord,"Musk previously said he had ""no choice"" in the matter.",HuffPost
2017-05-23,Elon Musk Is 'Cautiously Optimistic' After Talking To Trump About Paris Climate Pact,The billionaire business magnate has said the U.S. should remain in the agreement.,HuffPost
2017-05-06,Elon Musk Tweeted About Naming His New Boring Machine. You Know What Went Down.,"Bory McBoreface, anyone?",HuffPost
2017-03-30,SpaceX Launches And Lands The First Recycled Orbital Rocket Ever,"It's cool because with reusable rockets, space flight could get cheaper.",HuffPost
2017-03-27,Elon Musk Just Launched A New Startup,It will work on ways to connect the human brain and computers.,HuffPost
2017-03-02,"Elon Musk, Before He Was Famous","We know, we know, Elon Musk is basically the brilliant Bruce Wayne like billionaire the world needs right now. He is a",HuffPost
2017-02-27,SpaceX To Send Two Private Citizens Around The Moon In 2018,Elon Musk just doesn't quit.,HuffPost
2017-02-23,Elon Musk Digs In His Heels In Tesla Feud With United Auto Workers,"The billionaire Tesla CEO, an adviser to President Donald Trump, firmly opposes his workers' efforts to unionize.",HuffPost
2017-02-19,"SpaceX Launches Rocket From NASA Pad In Florida, Completes Re-landing","The rocket, which launched at 9:39 a.m. EST, carried a cargo ship with about 5,500 pounds (2,500 kg) of supplies and experiments for the International Space Station.",HuffPost
2017-02-08,Elon Musk Is Betraying Progressives For Profit,It’s clear that Musk is willing to work with President Trump for the sole purpose of thickening his wallet.,HuffPost
2017-02-07,Remember That Fatal Tesla Crash? Politicians Might Be Partly To Blame.,A safety measure that industry groups have lobbied against might have made a crucial difference.,HuffPost
2017-02-07,"Elon Musk's Tesla, SpaceX Join Companies Opposing Donald Trump's Immigration Order","So far, there are 127.",HuffPost
2017-01-24,Elon Musk Backs Oil Magnate Rex Tillerson For Secretary Of State,The clean energy titan may be playing politics since joining President Donald Trump's economic advisory team.,HuffPost
2017-01-14,"SpaceX Launches First Rocket Since Explosion, Returns Stage To Earth",Saturday’s flight begins to clear a logjam of more than 70 planned missions.,HuffPost
2017-01-04,Tesla Promises 'Several Thousand' Jobs As Gigafactory Comes Online Early,But don't expect Elon Musk to give credit to President-elect Donald Trump.,HuffPost
2016-12-28,Tesla Autopilot Appears To Predict Crash Moments Before It Happens,Dashcam footage shows the Tesla braking just moments before the car ahead is rammed into a guardrail.,HuffPost
2016-12-14,Trump Meets With Silicon Valley Tech Titans At His Manhattan Tower,"Attendees included Apple Inc’s Tim Cook, Facebook Inc’s Sheryl Sandberg and Tesla Motors Inc’s Elon Musk.",HuffPost
2016-11-17,Elon Musk Wins Shareholder Vote To Merge Tesla With SolarCity,This is a rare spot of good news for the renewable energy industry.,HuffPost
2016-11-16,SpaceX Executive Quits To Fight Trump As A Grassroots Activist,"""The only reason to leave my dream job was to go and fight a nightmare.""",HuffPost
2016-10-29,Elon Musk Unveils Shingles That Could Finally Make Rooftop Solar Sexy,The billionaire envisions solar roofs and batteries powering homes with electric cars in the garage.,HuffPost
2016-10-26,Tesla Won't Let You Use Its Self-Driving Cars For Uber,Details of the so-called Tesla Network will be released sometime next year.,HuffPost
2016-10-26,Tesla Reports Quarterly Profits For First Time In 3 Years,"The report is a big boost for Tesla, which has struggled to merge bold innovation with the reality of markets.",HuffPost
2016-10-13,Elon Musk Biographer Calls Wall Street Cynicism 'Depressing And Ignorant',"Tesla, SolarCity and SpaceX face a bevy of problems -- but now isn't the time to bet against Musk.",HuffPost
2016-10-11,Elon Musk Burns Coal-Mining CEO Who Called Tesla A Fraud,"Have a look in the mirror, Robert Murray.",HuffPost
2016-10-05,Elon Musk's SpaceX Has Company In The Race To Mars,"Gentlemen, start your engines.",HuffPost
2016-09-30,This Is What Inspired Elon Musk To Get Into The Modern Space Race,It all started 15 years ago.,HuffPost
2016-09-28,Bill Nye Is 'Open-Minded But Skeptical' About Elon Musk's Bold New Vision For Mars,"Pros: Mars is exotic, romantic. Cons: It's cold, barren and can't even breathe.",HuffPost
2016-09-11,Elon Musk: Tesla Autopilot Update Could Have Prevented Fatal Crash,"The new system will rely on foremost on radar to detect obstacles, rather than primarily on cameras.",HuffPost
2016-09-10,Elon Musk: SpaceX Launch Explosion Is 'Most Difficult' Failure In 14 Years,A fireball consumed the rocket as it was being fueled for a launch.,HuffPost
2016-09-01,Explosion At SpaceX Launch Site At Cape Canaveral: Media Reports,The explosion took place during a test firing of the Falcon 9 rocket.,HuffPost
2016-09-01,Watch A Video Of Today's SpaceX Falcon 9 Rocket Explosion,No one was injured in the blast.,HuffPost
2016-08-23,Tesla Just Unveiled The Quickest Car You Can Actually Buy,"A new battery upgrade extends the range of the car, too.",HuffPost
2016-08-16,Why Elon Musk’s Plan To Merge Tesla With SolarCity Will Probably Work,Don't bet against Musk.,HuffPost
2016-08-04,The One Company Elon Musk Wants To Keep Independent,The billionaire wants to marry Tesla and SolarCity. But he says SpaceX should remain a bachelor.,HuffPost
2016-08-01,Tesla Is Buying Sister Company SolarCity For $2.6 Billion,Elon Musk's empire is consolidating.,HuffPost
2016-07-19,Tesla's New URL Might Hint At Elon Musk's 'Master Plan',Musk has proposed merging Tesla with solar panel supplier SolarCity.,HuffPost
2016-07-18,Germany Will Now Require 'Black Boxes' In Self-Driving Cars,The move comes after a fatal crash involving a Tesla in Autopilot mode.,HuffPost
2016-07-18,"SpaceX Rocket Lifts Off On Cargo Run, Then Successfully Lands At Launch Site","Perched on top of the rocket was a Dragon capsule filled with nearly 5,000 pounds of food, supplies and equipment, including a miniature DNA sequencer.",HuffPost
2016-07-11,Tesla's Nightmare Month Just Keeps Getting Worse,The company is facing another federal probe.,HuffPost
2016-07-07,Tesla Isn't Sure Autopilot Was Enabled During Second Crash,The company says it has been unable to speak with survivors or retrieve crash data.,HuffPost
2016-07-06,Tesla Investigating Second Reported Crash In Autopilot Mode,This crash occurred a day after Tesla revealed the first autopilot fatality.,HuffPost
2016-07-05,Elon Musk Is Feuding With Yet Another Person Who Dared Criticize Tesla,"This time it's a financial journalist who asked about the deadly ""Autopilot"" crash.",HuffPost
2016-07-03,Tesla's Difficult Month Just Got A Little Worse,The Model S maker failed to meet its delivery projections. Again.,HuffPost
2016-07-02,DVD Player In Tesla Raises Questions In Autopilot Death,Investigators are working to determine what caused the first fatal crash while using a car's autopilot.,HuffPost
2016-07-01,Wall Street Isn't Too Worried About First Self-Driving Tesla Death,"That's hardly the company's only problem right now, though.",HuffPost
2016-06-22,Why Elon Musk Is Betting On Solar Power Instead Of Wind,“I think we can solve the problem with the giant fusion reactor in the sky called the sun.”,HuffPost
2016-06-21,Elon Musk Says Tesla Model S Can Move Through Water Like A Boat,"""We *def* don't recommended this, but ...""",HuffPost
2016-06-10,Tesla Fires Back At Blogger Who Claims Model S Suspension Defective,"""There is no safety defect with the suspensions in either the Model S or Model X,"" the company wrote.",HuffPost
2016-05-16,Elon Musk Apologizes For Tesla Workers Paid Just $5 An Hour By Subcontractor,"Tesla relied on cheap foreign labor to build a hi-tech paint shop in California, paying workers as little as $5 an hour, according",HuffPost
2016-05-09,"Wall Street Doesn’t Believe Elon Musk Can Produce 500,000 Cars By 2018","This could all be part of the secret sauce known as the ""Musk Doctrine.""",HuffPost
2016-05-06,SpaceX Lands Reusable Falcon 9 Rocket (UPDATE),"Despite initial worries, the company has done it again.",HuffPost
2016-04-25,Tesla CEO Touts Safety Of Self-Driving Cars,He says they're way safer than human drivers.,HuffPost
2016-04-21,Elon Musk Wants To Fix Public Transportation,Taking the bus might get a whole lot less terrible.,HuffPost
2016-04-18,Astronaut Scott Kelly Is Psyched About The Private Space Industry,"The private space race, led in large part by Elon Musk's SpaceX, is a sign of things to come.",HuffPost
2016-04-08,SpaceX Nails Historic At-Sea Rocket Landing,"""Fifth time's a charm!""",HuffPost
2016-04-04,Even Tesla Fanatics Are Shocked By Model 3 Preorders,"""That legitimately surprised us.""",HuffPost
2016-03-31,"Tesla Unveils Model 3, Its Most Important Electric Car Yet","Tesla shows off its $35,000 sedan for the masses.",HuffPost
2016-03-28,White Nationalists Have Figured Out Who Should Be In President Trump's Cabinet,"Ann Coulter, Elon Musk and a certain plucky senator from Vermont.",HuffPost
2016-03-24,Tesla Just Quietly Killed Off One Of Its Newest Products,Elon Musk has tweaked his vision for storing clean energy in your home.,HuffPost
2016-03-05,SpaceX Rocket Crashes During Drone Ship Landing -- Again,On land: 1 for 1. At sea: 0 for 4.,HuffPost
2016-02-25,3rd SpaceX Rocket Launch Aborted,"UPDATE, Feb. 28: SpaceX aborted the launch of the Falcon 9 rocket for a third time on Sunday night. The space technologies",HuffPost
2016-02-09,"Man Summons Tesla Via Apple Watch, Makes Your Car Look Like A Fossil",The future is now!,HuffPost
2016-02-01,"If These Ads Work, They'll Be Irrelevant In 5 Years","Elon Musk's solar panel company should be competing with other solar producers, not fossil fuel firms.",HuffPost
2016-01-17,SpaceX Rocket Botches Landing At Sea After Successful Launch,One out of four isn't bad when you're trying to land a rocket vertically.,HuffPost
2016-01-12,Elon Musk Isn't Afraid Of A Rival Electric Car From Apple,"The Tesla chief said it's an ""open secret"" that Apple is making its own electric vehicle.",HuffPost
2015-12-14,Elon Musk Is Ready To Conquer Mars,One of his companies is trying to upend the auto industry. Another of his companies is trying to put people on Mars. Yet,HuffPost
2015-12-12,Elon Musk's New Billion-Dollar Project To Stop Computers From Turning Evil,"""Our goal is to advance digital intelligence in the way that is most likely to benefit humanity as a whole.""",HuffPost
2015-11-20,Elon Musk Just Dropped Another Hint That Tesla May Take On Uber,"Tesla's CEO says hiring self-driving engineers is ""a super high priority.""",HuffPost
2015-10-27,DreamWorks CEO To Elon Musk: 'You Saved My Life',Jeffrey Katzenberg is really grateful for his Tesla Model S.,HuffPost
2015-10-15,Tesla Cautions Drivers Against Trusting Its New Autopilot System Too Much,The company debuted its autopilot system for Model S sedans on Thursday.,HuffPost
2015-10-13,Tesla Accuses Journalists Of Attacking Workers At Gigafactory,One employee was injured when a journalist reportedly struck him with a Jeep.,HuffPost
2015-10-13,Tesla's Elon Musk Is Thinking About Designing An Electric Plane,Your flight to Europe could one day be completely powered by rechargeable batteries. Elon Musk is convinced that some of,HuffPost
2015-10-05,This Fan-Created Video Will Make You Wish You Had The Money For A Tesla,It's all so magical!,HuffPost
2015-10-03,Elon Musk Knows His Life Makes The Average Mortal's Head Spin,"""It certainly does end up being a lot. I wake up and I'm like, where am I?""",HuffPost
2015-09-29,Here's Everything We Know About The New Tesla Model X,Vroom vroom. Tesla's all-electric SUV debuts today.,HuffPost
2015-09-15,"Look Out, Elon Musk: Jeff Bezos Is Going To Space, Too","Bezos’ space startup, Blue Origin, intends to invest more than $200 million to build a rocket manufacturing facility adjacent to NASA’s Kennedy Space Center.",HuffPost
2015-08-07,Jack Dorsey Could Pull An Elon Musk,He could be the full-time CEO of two companies.,HuffPost
2015-08-07,Tesla's Robot-Snake Will Charge Your Car And Give You Nightmares,"""Does seem kinda wrong :)""",HuffPost
2015-08-05,Tesla CEO Elon Musk: Billions Coming For Battery Business,Tesla's Musk has claimed demand for the new energy storage systems has been overwhelming.,HuffPost
2015-07-16,Elon Musk To Address 'Nerd Altruists' At Google HQ,"Elon Musk is set to appear at the Googleplex next month, not to talk electric cars or space exploration but to address a",HuffPost
2015-07-10,Tesla Hired A Burberry Exec To Rev Up Its Luxury Appeal,"As if the $70,000 price tag wasn't enough.",HuffPost
2015-06-28,SpaceX Rocket Explodes After Liftoff,,HuffPost
2015-06-19,"Tyler, The Creator, Is A Huge Fan Of Tesla CEO Elon Musk",BFFs in the making.,HuffPost
2015-05-13,All In: Elon Musk's Denial and Things Bosses Actually Have Said,"This workplace gender policing is hurting everyone -- men, women, children and the businesses themselves.  Across the country, men are joining with women to rise up against the backward policies, laws and stigmas that are damaging us and preventing us from achieving gender equality.",HuffPost
2015-04-30,What's Musk's 'Missing Piece?' Tesla Insider Shares Insights,"This evening, Elon Musk announces details of Tesla's new products: not cars, but battery storage for the home and for the business/utility. So why does Musk call battery storage ""the missing piece"" and why is it so significant?",HuffPost
2015-04-08,"The Future Of Driving, In One Provocative Chart",Elon Musk would probably agree.,HuffPost
2015-03-28,Tesla's Self-Driving Feature Leaves Insurers Idling As States Scramble,Ready for the hurdles?,HuffPost
2015-03-28,Tesla's Self-Driving Feature Has Regulators Scrambling,,HuffPost
2015-03-14,Tesla Now Has A Major Warren Buffett-Backed Rival In China,,HuffPost
2015-02-06,Anti-Tesla States Jabbed With Luddite 'Award',,HuffPost
2015-01-17,Elon Musk Wants To Bring The Internet To Space,"“Our focus is on creating a global communications system that would be larger than anything that has been talked about to date.""",HuffPost
2015-01-10,"SpaceX Rocket Launches Space Cargo, But Crash Lands",,HuffPost
2014-12-26,Tesla Announces Major Upgrade To Original Roadster,,HuffPost
2014-11-14,Test Driving a Tesla Model S P85 Performance Electric Car,"Without question, this was the first time ever that I have driven an electric car that there was no worry to refuel.",HuffPost
2014-10-10,Tesla Unveils The D At Event In LA,,HuffPost
2014-10-10,Why Tesla Didn't Release A Fully Driverless Car,,HuffPost
2014-09-20,Tesla Falls Yet Again As Wall Street Sobers On Stock,,HuffPost
2014-08-24,Tesla Owners' Full-Page Newspaper Ad Gets Elon Musk's Attention,,HuffPost
2014-06-14,Elon Musk Is Even Smarter Than We Thought,"It's an Elon Musk world, and we're just living in it. Before we bow down to a seemingly fearless and altruistic pioneer of electric vehicles and libertarianism, it's important to point out the ongoing contradictions with Musk and markets.",HuffPost
2014-06-13,Tesla's Patent Release Isn't Crazy or Altruistic,"Tesla Motors is freeing up its 200 patents to electric car competitors, throwing automotive analysts into a frenzy. But CEO Elon Musk is just following the profitable open source road paved by Salesforce, Facebook and Apple.",HuffPost
2014-05-24,"The Factory That Forged Me: Fremont, the Tesla Motors Plant","Ironically, this is the first time I've toured this particular auto-assembly plant (which was first owned by General Motors; then by NUMMI, a joint venture between GM and Toyota; and now by Tesla), even though much of my understanding of innovation and sustainability comes from bird-dogging the evolution of this building over the years.",HuffPost
2014-02-17,Tesla CEO Elon Musk Met With Apple Executives: Report,"“While a megadeal has yet to emerge (for all of its cash, Apple still plays hardball on valuation), such a high-level meeting",HuffPost
2013-12-14,It's On: Oil Versus Electric,"And win they will. Because they have a superior product. Because once you drive a Tesla, all other cars seem like antiques",HuffPost
2013-11-29,SpaceX Rocket Launch Halted By Last-Second Glitch,"SpaceX aims to put SES-8 into an elliptical orbit that reaches more than 50,000 miles from Earth, about a quarter of the",HuffPost
2013-09-29,Is the New Tesla Model S Right for You? A Review From a New Owner,"The new Tesla Model S, like its namesake, presents us with an equally revolutionary breakthrough, a car literally unlike any other in the last 100 years. It is a complete game-changer, a reengineering of the automobile and the personal transportation industry from the ground up.",HuffPost
2013-03-13,Why Elon Musk And Chris Anderson's SXSW Parenting Debate Is So Meaningful,"Some of the most revealing insights about how things have changed, however, came during talks that were about something else entirely.",HuffPost
2013-03-03,SpaceX Dragon Capsule Cleared To Dock With ISS On Sunday & Visible In Southern Night Sky,"Now, with all 18 Draco thrusters on the Dragon's four thruster pods working, SpaceX is ready to attempt the rendezvous. A",HuffPost
2012-06-30,"Space Station Astronauts Return To Earth Sunday From ISS, NASA Says",SpaceX holds a $1.6 billion contract with NASA for 12 robotic cargo delivery flights. By: Denise Chow Published: 06/30/2012,HuffPost
2012-05-20,SpaceX Launch Abort Traced To Faulty Rocket Engine Valve,"By: Clara Moskowitz Published: 05/19/2012 08:01 AM EDT on SPACE.com ""Those repairs should be complete tonight,"" officials",HuffPost
