date,title,description,source
2016-09-23,Apple's Got A Brand New Bag -- And 'Conan' Tears It To Shreds,"Finally, an Apple product for cats.",HuffPost
2016-09-23,Tech Journalist Also Worked For Apple Without Telling Editors,"The Verge acknowledged an obvious ""conflict of interest"" in founding editor Chris Ziegler's moonlighting.",HuffPost
2016-09-21,Chinese Billionaire Gets 8 iPhone 7s For His Dog,"You know, as one does.",HuffPost
2016-09-21,Apple Is Reportedly In Talks To Buy British Racing Carmaker McLaren,This could be the latest sign Apple is getting into the car business.,HuffPost
2016-09-16,Grandmaster Flash On Netflix's 'The Get Down',"A crime-riddled, trash adorned and disco-infused Big Apple serves as the backdrop for the many stories told in “The Get Down",HuffPost
2016-09-16,This Woman Climbed The Highest Mountains On Every Continent For A Powerful Reason,"A short film, shot entirely on an iPhone, recounts how Wasfia Nazreen became the first Bangladeshi to climb the seven summits.",HuffPost
2016-09-15,Apple Says Initial Quantities Of iPhone 7 Plus Sold Out Globally,"Supplies of the larger size of Apple’s new phone have been exhausted in all shades, and the smaller iPhone 7 has also sold out in the new jet black color.",HuffPost
2016-09-15,Conan Reveals The Most Honest Apple AirPods Ad You'll Ever See,The struggle will be real.,HuffPost
2016-09-14,"This Guy Gave People A 'Sneak Peak' At The iPhone 7, But Joke's On Them!",That's not the iPhone 7 at all!,HuffPost
2016-09-14,"Apple Emoji Finally Acknowledge That Women Work Out, Too",A love letter to fit girls everywhere 💪,HuffPost
2016-09-08,Above Average Has Completely Revolutionized The iPhone ... Parody Video,So stylish. So intuitive. So ... timely internet content.,HuffPost
2016-09-08,Trevor Noah Compares iPhone 7 Outrage To Anti-Trans Outrage,"""It's not natural!"" he said both opponents like to yell.",HuffPost
2016-09-07,Apple's iPhone 7 Is Officially Ditching The Headphone Jack,This could upset a lot of people.,HuffPost
2016-09-02,"Apple, Taxes, And The Social Contract Of Global Corporate Citizens",Is Apple avoiding paying its share of taxes?  And why should I care?  In light of this week’s news that the EU wants Apple,HuffPost
2016-09-01,Tim Cook Says EU Ruling On Apple's Irish Tax Is 'Total Political Crap',"European Competition Commissioner Margrethe Vestager dismissed Cook’s broadside, saying the demand for a 13 billion euro ($14.5 billion) back tax payment was based on the facts.",HuffPost
2016-08-30,EU Ax Set To Fall On Apple,Apple and Ireland were accused of dodging tax rules by letting Apple shelter profits in exchange for jobs.,HuffPost
2016-08-30,EU Antitrust Regulators Order Apple To Pay Ireland Up To $14.5 Billion In Taxes,The massive sum was 40 times bigger than the previous known demand by the European Commission to a company in such a case.,HuffPost
2016-08-23,Barbra Streisand Called Apple CEO Tim Cook Directly When Siri Mispronounced Her Name,Like a boss 👏,HuffPost
2016-08-19,"Frank Ocean Drops Visual Album ‘Endless’ On Apple Music, Another Album May Come This Weekend","It was an ""endless"" wait for this album.",HuffPost
2016-08-16,Who's Responsible For What Happens To Your Broken iPhone? Some Say Apple.,A new six-country survey finds many consumers want tech companies to be responsible for helping them recycle.,HuffPost
2016-08-15,What Donald Trump Could Learn From Apple’s CEO,Tim Cook inadvertently schools Trump on the art of the apology.,HuffPost
2016-08-10,"Dolphin Steals iPad From Woman's Hand, Makes Catch Of The Day",As slippery as an eel!,HuffPost
2016-08-07,Frances Bean Cobain Shows Off Her Vocal Chops In Latest Instagram Video,The apple doesn't fall far from the tree.,HuffPost
2016-08-02,Mountain Biker Suffers Severe Burns After Fall Sparks iPhone Explosion,"""It was pretty freaking painful.""",HuffPost
2016-07-31,Fiona Apple's Classic 'Criminal' Video Just Got A Lesbian Makeover,"""Butch girls don’t get enough love in the media and they really, really should.""",HuffPost
2016-07-27,Yet Another Sign Apple Is Making A Car,Get ready to iDrive.,HuffPost
2016-07-27,What Would Happen If Toddlers Could Negotiate Like Adults,"""I don't see you sharing your favorite toy, your iPhone.""",HuffPost
2016-07-26,'Carpool Karaoke' Will Now Play On 'Apple Music' First,Can 'The Late Late Show with James Corden' save a struggling Apple?,HuffPost
2016-07-25,"App Wants To Send DNC’s 50,000 Attendees’ Leftovers To Those In Need",And it's as easy as apple pie.,HuffPost
2016-07-23,The Berkshires Is The Weekend Trip You MUST Take This Summer,Three words: apple cider doughnuts.,HuffPost
2016-07-21,The Company Behind 'Final Fantasy' Is Making A New Game For ... Apple Watch,"Well, this is different.",HuffPost
2016-07-18,A Hunger Crisis In The LGBT Community,"Gay, lesbian, bisexual and transgender Americans are more visible than ever before. Apple’s chief executive, Tim Cook, and",HuffPost
2016-07-14,This Might Be The First Video Of The iPhone 7,There's one potentially annoying change.,HuffPost
2016-07-11,Manhattanhenge Returns To The Big Apple For The Last Time In 2016,Don't miss this spectacular sunset!,HuffPost
2016-07-07,Is Samsung About To Eat Apple's Lunch?,Things are looking good for the Korean smartphone maker.,HuffPost
2016-07-05,The Next iPhone Update Will Help You Save Lives,Apple just announced something great.,HuffPost
2016-07-01,Spotify Declares War On Apple,"The streaming service claims Apple is using its App Store ""as a weapon to harm competitors.""",HuffPost
2016-06-27,Perfect Parody Captures The Disastrous Mess Known As A Parent's Car,There's no telling how long that hairy apple has been there.,HuffPost
2016-06-20,Spotify Hits A Major New Landmark,"Take that, Apple Music.",HuffPost
2016-06-18,Apple Won't Aid GOP Convention Over Trump,Apple has told Republican leaders it will not provide funding or other support for the party’s 2016 presidential convention,HuffPost
2016-06-18,Apple Withholds Support For GOP Convention Because Of Donald Trump,The real estate mogul’s candidacy is growing costlier for the party every day.,HuffPost
2016-06-16,Of Course Apple Won't Actually Let You Delete Default Apps,So much for that anticipated iOS 10 feature.,HuffPost
2016-06-15,That Time An Apple Exec Denied Taylor Swift's Friend Request In Front Of Hundreds Of People,Way harsh.,HuffPost
2016-06-13,The 8 Coolest iPhone Features Apple Just Announced,iOS 10 looks kind of sweet.,HuffPost
2016-06-13,Tim Cook Pauses During Apple Keynote To Address Shooting In Orlando,"""The Apple community is made up of people from all around the world, from all different backgrounds, and all different points of view.""",HuffPost
2016-06-12,What Does the iPhone SE Mean for Mobile Advertising?,,HuffPost
2016-06-10,"Thief Dresses Like Apple Store Employee, Makes Off With 19 iPhones",A man dressed like an Apple store employee waltzed into the company's New York City SoHo location and used the disguise to,HuffPost
2016-06-09,Apple Is Transforming Your iPhone's App Store,Here's what you need to know.,HuffPost
2016-06-06,Hey NC! Check Out The Awesome Move NYC Just Made For Trans People,"The Big Apple wants you to ""look past pink and blue.""",HuffPost
2016-05-31,Apple's Next MacBook Will Probably Be Terrible For The Planet,"It'll probably have a bigger screen and a thinner waistline, but will it recycle?",HuffPost
2016-05-27,Samsung's New Device Is A Blatant iPhone Ripoff,And that's a problem.,HuffPost
2016-05-23,What To Do When You've Dropped Your iPhone In Water,"Mmm, expensive ...",HuffPost
2016-05-21,New Apple Store Makeover: Looks Aren't Everything,,HuffPost
2016-05-20,Peek Behind The Scenes At One Of Apple's Most Secretive Facilities,Fascinating photos take you to the iPhone factory floor.,HuffPost
2016-05-19,A Visual Survey Of Retro Computers That Predated The MacBook,Elegant technology has a long history.,HuffPost
2016-05-18,Donald Trump Profits In Private From The Companies He Trashes In Public,"Apple, Ford and Nabisco all help boost the candidate's income.",HuffPost
2016-05-13,Apple Invests $1 Billion In Uber's Chinese Competitor Didi Chuxing,Apple is looking to boost flagging sales in China.,HuffPost
2016-05-13,4 Things To Know About The Uber Rival Backed By Apple,This app is crushing in China,HuffPost
2016-05-05,"LAPD Hacked Into iPhone Of Slain Wife Of 'Shield' Actor, Documents Show","Los Angeles police investigators obtained a method to open the locked iPhone belonging to the slain wife of ""The Shield"" actor",HuffPost
2016-05-04,iPhone Or Android? Here's One Big Difference To Consider,This is surprising.,HuffPost
2016-05-04,Teen's Apple Computer Collection Is Mac-nificent,Alex Jason is trying to move his personal items into a public exhibition space.,HuffPost
2016-05-01,"Sauerkraut, Apple Strudel, Cowboys, Armadillos -- Howdy! We're in Texas!",The tiny town of Fredericksburg certainly knows how to display its charming German heritage.,HuffPost
2016-04-27,"Apple Relies On Software, Subscription Services As iPhone Sales Dip",The tech giant may be retooling its business model.,HuffPost
2016-04-26,iPhone Sales Decline For The First Time Ever,"As predicted, the tech company's latest quarterly earnings were a disappointment.",HuffPost
2016-04-24,"Missing Teens' Boat, Cell Phone Found Nearly A Year After Boys Were Lost At Sea",The mother of one of the boys hopes the iPhone will reveal what happened to them.,HuffPost
2016-04-23,Feds Unlock New York iPhone And Drops Case Against Apple,This makes two attempts the feds have dropped to try to get Apple to break into locked iPhones.,HuffPost
2016-04-22,Bryson Tiller Cements His Rising-Star Status With Radio City Music Hall Show,"Following past sold-out shows at SOB and Webster Hall, Tiller took over the Big Apple once more to play his biggest show thus far.",HuffPost
2016-04-17,Apple Recovered More Than A Ton Of Gold From Recycled Devices,"The company salvaged about $43.6 million worth of gold, reducing the need for future mining efforts.",HuffPost
2016-04-17,Will Donald Trump Do to U.S. What He Did for USFL?,"Trump has had numerous bites at the apple, and his American dream has been resurrected on more than one occasion -- but then enough money can allow you to leave football leagues, hotels, casinos and Trump University in the junk yard of memories.",HuffPost
2016-04-16,Apple Fires Back At FBI In New York iPhone Feud,Apple is holding the line against the Feds' efforts to retrieve a key to locked iPhones.,HuffPost
2016-04-14,Why The FBI Won't Tell Apple How It Cracked The iPhone,The FBI itself probably doesn't know the details of the hack.,HuffPost
2016-04-14,"U.S. Corporations Have $1.4 Trillion Hidden In Tax Havens, Claims Oxfam Report","US corporate giants such as Apple, Walmart and General Electric have stashed $1.4tn (£980bn) in tax havens, despite receiving",HuffPost
2016-04-14,The Most Powerful Queer Person In America Is...,"Bow down to Tim Cook, Ellen DeGeneres and Rachel Maddow.",HuffPost
2016-04-13,FBI Paid Professional Hackers One-Time Fee To Crack San Bernardino iPhone,The FBI cracked a San Bernardino terrorist’s phone with the help of professional hackers who discovered and brought to the,HuffPost
2016-04-11,Man-Free Uber Alternative Hits The App Store This Month,"Ladies, your Chariot for Women has arrived.",HuffPost
2016-04-11,Kobe Bryant Feuds With Michael B. Jordan In Spot-On Apple TV Ad,"""There’s no decline -- it’s all ascension!""",HuffPost
2016-04-10,"The Senate's Draft Encryption Bill Is 'Ludicrous, Dangerous, Technically Illiterate'","AS APPLE BATTLED the FBI for the last two months over the agency’s demands that Apple help crack its own encryption, both",HuffPost
2016-04-10,'SNL' Mocks Just How Desperate Hillary Clinton Is To Be A New Yorker,"""God, I love being back in the Fat Apple.""",HuffPost
2016-04-09,U.S. To Keep Fighting For Apple To Unlock iPhone In New York Drug Case,The battle continues after the U.S. backed down in the case of the San Bernardino attacker's iPhone.,HuffPost
2016-04-08,"Cookie Monster Is His Best, Zaniest Self In This Apple Clip",We wanna bake cookies with Cookie Monster!!!,HuffPost
2016-04-08,Boston Judge Orders Apple To Help Law Enforcement Examine iPhone,"BOSTON, April 8 (Reuters) - A U.S. magistrate judge in Boston in February ordered Apple Inc to assist law enforcement officers",HuffPost
2016-04-07,FBI's iPhone Hack Won't Work On New Devices,The FBI says it can only unlock the iPhone 5c.,HuffPost
2016-04-05,New iOS Bug Could Allow Strangers To Browse Personal Data On Your iPhone,"Well, this isn't good.",HuffPost
2016-04-05,Teen Who Has Autism Shares How An iPad Let His Voice Be Heard,"""Not being able to speak is not the same as not having something to say.""",HuffPost
2016-04-03,Apple Engineers: FBI's iPhone Hack Won't Stay Secret For Long,"And once it is exposed, Apple should be able to plug the encryption hole.",HuffPost
2016-04-02,FBI Will Help Police Unlock iPhones,The government recently abandoned its legal case to force Apple to help it unlock iPhones.,HuffPost
2016-03-30,FBI Might Withhold Secret Method Of Unlocking iPhone From Apple,Apple has said it would like the government to share how it cracked the iPhone security protections.,HuffPost
2016-03-28,DOJ Says It Hacked Into Encrypted iPhone -- Without Apple's Help,The Feds withdrew legal action that would have forced Apple to help crack open an iPhone from the San Bernardino shooting.,HuffPost
2016-03-25,Apple Could Withdraw Help In Drug Case If FBI Hacks iPhone,The standoff continues.,HuffPost
2016-03-25,"One App You Need If You Want The New, Cheap iPhone",This will make your life easier.,HuffPost
2016-03-25,This Little Bird Can Mimic Your iPhone Ringtone Perfectly,Is this a Tim Cook-atiel?,HuffPost
2016-03-24,Feds Say They're Close To Cracking iPhone Without Apple's Help,The Attorney General said she's hopeful Feds can unlock the iPhone.,HuffPost
2016-03-23,The new iPhone is an incredible value,Apple is known for making expensive products that are out of reach for much of the world.,HuffPost
2016-03-22,Apple's New CareKit Platform Allows Any User To Collect Medical Data,It's is a natural extension of their groundbreaking ResearchKit.,HuffPost
2016-03-22,You Should Be Worried If The FBI Can Hack iPhones Without Apple,"""Everybody's iPhone is now vulnerable.""",HuffPost
2016-03-22,Are Smartphones 'Over'?,Apple's new iPhone doesn't exactly wow.,HuffPost
2016-03-21,Tim Cook Swipes At FBI During New iPhone Event,"""We need to decide as a nation the amount of power the government has on our data and on our privacy.""",HuffPost
2016-03-21,Apple's New iPhone SE Is Much Cheaper Than Previous Models,It's much smaller too.,HuffPost
2016-03-21,Apple Just Solved One Of The iPhone's Most Harmful Features,Here's how to get the update.,HuffPost
2016-03-21,Behold: Photos Of The New iPhone SE,"So shiny, so tiny!",HuffPost
2016-03-21,Apple's New iPhone SE Is Here,The next big thing is ... small.,HuffPost
2016-03-17,Adorable Cookie Monster Apple Ad Gives Us All The Feelings,Nom nom nom. 🍪,HuffPost
2016-03-15,Former Cyber Czar Says NSA Can Unlock iPhone Terror Data For FBI,Richard Clarke says the bureau just wants to set a precedent in its pursuit of Apple.,HuffPost
